year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2020,4,11,52.7 B,Ballmer,Steve,Steve Ballmer,1956-03-24,64,Male,United States,United States,Hunts Point,Technology,['Technology'],Los Angeles Clippers,Owner,True,Increased
2020,4,12,52.1 B,Slim Helu,Carlos,Carlos Slim Helu & family,1940-01-28,80,Male,Mexico,Mexico,Mexico City,Telecom,['Telecom'],America Movil SAB de CV (ADR),Honorary Chairman,True,Decreased
2020,4,13,50.9 B,Page,Larry,Larry Page,1973-03-26,47,Male,United States,United States,Palo Alto,Technology,['Technology'],Alphabet,Entrepreneur,True,Increased
2020,4,14,49.1 B,Brin,Sergey,Sergey Brin,1973-08-21,46,Male,United States,United States,Los Altos,Technology,['Technology'],Alphabet,Cofounder and board member,True,Decreased
2020,4,15,48.9 B,Bettencourt Meyers,Francoise,Francoise Bettencourt Meyers & family,1953-07-10,66,Female,France,France,Paris,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2020,4,16,48.0 B,Bloomberg,Michael,Michael Bloomberg,1942-02-14,78,Male,United States,United States,New York,Media & Entertainment,['Media & Entertainment'],Bloomberg L.P.,CEO,True,Decreased
2020,4,17,38.8 B,Ma,Jack,Jack Ma,1964-09-10,55,Male,China,China,Hangzhou,Technology,['Technology'],Alibaba Group,Founder and Executive Chairman,True,Increased
2020,4,18,38.2 B,Koch,Charles,Charles Koch,1935-11-01,84,Male,United States,United States,Wichita,Diversified,['Diversified'],Koch Industries,CEO,False,Decreased
2020,4,18,38.2 B,Koch,Julia,Julia Koch & family,1962-04-12,57,Female,United States,United States,New York,Diversified,['Diversified'],,,False,
2020,4,20,38.1 B,Ma,Huateng,Ma Huateng,1971-10-29,48,Male,China,China,Shenzhen,Technology,['Technology'],Tencent Holdings,Chairman and CEO,True,Decreased
2020,4,21,36.8 B,Ambani,Mukesh,Mukesh Ambani,1957-04-19,62,Male,India,India,Mumbai,Energy,['Energy'],Reliance Industries,Founder and Chairman,False,Decreased
2020,4,22,36.0 B,Scott,MacKenzie,MacKenzie Scott,1970-04-07,50,Female,United States,United States,Seattle,Technology,['Technology'],,"Author, Philanthropist",False,
2020,4,23,33.3 B,Albrecht Jr.,Beate Heister & Karl,Beate Heister & Karl Albrecht Jr.,,,,Germany,Germany,,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2020,4,24,31.6 B,Thomson,David,David Thomson & family,1957-06-12,62,Male,Canada,Canada,Toronto,Media & Entertainment,['Media & Entertainment'],Thomson Reuters Corporation,Chairman,False,Decreased
2020,4,25,29.5 B,Knight,Phil,Phil Knight & family,1938-02-24,82,Male,United States,United States,Hillsboro,Fashion & Retail,['Fashion & Retail'],Nike,Chairman,True,Decreased
2020,4,26,28.1 B,Lee,Shau Kee,Lee Shau Kee,1928-01-29,92,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,True,Decreased
2020,4,27,27.0 B,Pinault,François,François Pinault & family,1936-08-21,83,Male,France,France,Paris,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2020,4,28,26.8 B,Adelson,Sheldon,Sheldon Adelson,1933-08-04,86,Male,United States,United States,Las Vegas,Gambling & Casinos,['Gambling & Casinos'],Las Vegas Sands Corp.,Chairman and CEO,True,Decreased
2020,4,29,24.7 B,Mars,Jacqueline,Jacqueline Mars,1939-10-10,80,Female,United States,United States,The Plains,Food & Beverage,['Food & Beverage'],,,False,Increased
2020,4,29,24.7 B,Mars,John,John Mars,1935-10-15,84,Male,United States,United States,Jackson,Food & Beverage,['Food & Beverage'],,,False,Increased
2020,4,31,24.6 B,Musk,Elon,Elon Musk,1971-06-28,48,Male,United States,United States,Los Angeles,Automotive,['Automotive'],Tesla,CEO and Chairman,True,Increased
2020,4,32,24.5 B,Ferrero,Giovanni,Giovanni Ferrero,1964-09-21,55,Male,Italy,Belgium,Brussels,Food & Beverage,['Food & Beverage'],,,False,Increased
2020,4,33,22.9 B,Dell,Michael,Michael Dell,1965-02-23,55,Male,United States,United States,Austin,Technology,['Technology'],Dell Inc.,Chairman and CEO,True,Decreased
2020,4,34,21.8 B,Hui,Ka Yan,Hui Ka Yan,1958-10-01,61,Male,China,China,Shenzhen,Real Estate,['Real Estate'],China Evergrande Group,Chairman,True,Decreased
2020,4,35,21.7 B,Li,Ka-shing,Li Ka-shing,1928-06-13,91,Male,Hong Kong,Hong Kong,Hong Kong,Diversified,['Diversified'],CK Hutchison Holdings,Senior Advisor,True,Decreased
2020,4,36,21.6 B,He,Xiangjian,He Xiangjian,1942-08-11,77,Male,China,China,Foshan,Manufacturing,['Manufacturing'],Midea Group Co. Ltd.,Founder,True,Increased
2020,4,36,21.6 B,Simons,Jim,Jim Simons,1938-04-25,81,Male,United States,United States,East Setauket,Finance & Investments,['Finance & Investments'],Renaissance Technologies Corp.,Founder,True,Increased
2020,4,38,20.3 B,Yang,Huiyan,Yang Huiyan & family,1981-09-27,38,Female,China,China,Foshan,Real Estate,['Real Estate'],Country Garden Holdings,,False,Decreased
2020,4,39,19.9 B,Safra,Joseph,Joseph Safra,1938-09-01,81,Male,Brazil,Switzerland,Geneva,Finance & Investments,['Finance & Investments'],,,True,Decreased
2020,4,40,19.8 B,Schwarz,Dieter,Dieter Schwarz,1939-09-24,80,Male,Germany,Germany,Neckarsulm,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2020,4,41,19.7 B,Potanin,Vladimir,Vladimir Potanin,1961-01-03,59,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,True,Increased
2020,4,41,19.7 B,Yanai,Tadashi,Tadashi Yanai & family,1949-02-07,71,Male,Japan,Japan,Tokyo,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2020,4,43,18.5 B,Qin,Yinglin,Qin Yinglin & family,1965-04-17,54,Male,China,China,Nanyang,Food & Beverage,['Food & Beverage'],,,True,Increased
2020,4,44,18.4 B,Walton,Lukas,Lukas Walton,1986-09-19,33,Male,United States,United States,Jackson,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2020,4,45,18.1 B,Lisin,Vladimir,Vladimir Lisin,1956-05-07,63,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,True,Decreased
2020,4,46,18.0 B,Dalio,Ray,Ray Dalio,1949-08-08,70,Male,United States,United States,Greenwich,Finance & Investments,['Finance & Investments'],Bridgewater Associates,Founder & Co-Chief Investment Officer,True,Decreased
2020,4,47,17.4 B,Takizaki,Takemitsu,Takemitsu Takizaki,1945-06-10,74,Male,Japan,Japan,Osaka,Manufacturing,['Manufacturing'],,,True,Increased
2020,4,48,17.1 B,Mikhelson,Leonid,Leonid Mikhelson,1955-08-11,64,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Decreased
2020,4,48,17.1 B,Wertheimer,Alain,Alain Wertheimer,1948-08-28,71,Male,France,United States,New York,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2020,4,48,17.1 B,Wertheimer,Gerard,Gerard Wertheimer,1951-01-09,69,Male,France,United States,New York,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2020,4,51,17.0 B,Albrecht,Theo,"Theo Albrecht, Jr. & family",1951-01-01,69,Male,Germany,Germany,Mulheim an der Ruhr,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2020,4,51,17.0 B,Blavatnik,Len,Len Blavatnik,1957-06-01,62,Male,United States,United Kingdom,London,Diversified,['Diversified'],,,True,Decreased
2020,4,51,17.0 B,Ding,William Lei,William Lei Ding,1971-10-01,48,Male,China,China,Hangzhou,Technology,['Technology'],Netease,Founder and CEO,True,Increased
2020,4,54,16.8 B,Klatten,Susanne,Susanne Klatten,1962-04-28,57,Female,Germany,Germany,Bad Homburg,Automotive,['Automotive'],,,False,Decreased
2020,4,54,16.8 B,Mordashov & family,Alexey,Alexey Mordashov & family,1965-09-26,54,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,True,Decreased
2020,4,56,16.6 B,Son,Masayoshi,Masayoshi Son,1957-08-11,62,Male,Japan,Japan,Tokyo,Telecom,['Telecom'],Softbank,CEO,True,Decreased
2020,4,57,16.5 B,Huang,Colin Zheng,Colin Zheng Huang,1980-02-02,40,Male,China,China,Shanghai,Technology,['Technology'],,,True,Increased
2020,4,57,16.5 B,Mateschitz,Dietrich,Dietrich Mateschitz,1944-05-20,75,Male,Austria,Austria,Fuschl am See,Food & Beverage,['Food & Beverage'],,,True,Decreased
2020,4,59,16.4 B,Lau,Joseph,Joseph Lau,1951-07-21,68,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,True,Decreased
2020,4,59,16.4 B,Powell Jobs,Laurene,Laurene Powell Jobs & family,1963-11-06,56,Female,United States,United States,Palo Alto,Technology,['Technology'],Emerson Collective,"Investor, Philanthropist",False,Decreased
2020,4,61,16.2 B,Zhang,Yiming,Zhang Yiming,1984-01-01,36,Male,China,China,Beijing,Technology,['Technology'],,,True,Remained Even
2020,4,62,16.1 B,Del Vecchio,Leonardo,Leonardo Del Vecchio & family,1935-05-22,84,Male,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2020,4,63,15.5 B,Bren,Donald,Donald Bren,1932-05-11,87,Male,United States,United States,Newport Beach,Real Estate,['Real Estate'],Irvine Company,Chairman,True,Decreased
2020,4,64,15.4 B,Schwarzman,Stephen,Stephen Schwarzman,1947-02-14,73,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],Blackstone Group,Chairman and CEO,True,Increased
2020,4,65,15.2 B,Alekperov,Vagit,Vagit Alekperov,1950-09-01,69,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Decreased
2020,4,65,15.2 B,Lee,Man Tat,Lee Man Tat,1930-01-14,90,Male,Hong Kong,Hong Kong,Hong Kong,Food & Beverage,['Food & Beverage'],,,False,Decreased
2020,4,65,15.2 B,Wang,Wei,Wang Wei,1970-01-01,50,Male,China,China,Shenzhen,Service,['Service'],SF Express,Chairman,True,Increased
2020,4,68,14.9 B,Kellner,Petr,Petr Kellner,1964-05-20,55,Male,Czechia,Czechia,Prague,Finance & Investments,['Finance & Investments'],,,True,Decreased
2020,4,68,14.9 B,Murdoch,Rupert,Rupert Murdoch & family,1931-03-11,89,Male,United States,United States,New York,Media & Entertainment,['Media & Entertainment'],News Corp,Chairman and CEO,False,Decreased
2020,4,70,14.6 B,Lauder,Leonard,Leonard Lauder,1937-03-19,83,Male,United States,United States,New York,Fashion & Retail,['Fashion & Retail'],The Estée Lauder Companies,Chairman Emeritus,False,Remained Even
2020,4,70,14.6 B,Zhong,Huijuan,Zhong Huijuan,1961-01-01,59,Female,China,China,Shanghai,Healthcare,['Healthcare'],,,True,Increased
2020,4,72,14.4 B,Timchenko,Gennady,Gennady Timchenko,1952-11-09,67,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Decreased
2020,4,73,14.3 B,Peterffy,Thomas,Thomas Peterffy,1944-09-30,75,Male,United States,United States,Palm Beach,Finance & Investments,['Finance & Investments'],,,True,Decreased
2020,4,74,14.2 B,Kuehne,Klaus-Michael,Klaus-Michael Kuehne,1937-06-02,82,Male,Germany,Switzerland,Schindellegi,Logistics,['Logistics'],,,False,Increased
2020,4,75,14.1 B,Lee,Kun-hee,Lee Kun-hee,1942-01-09,78,Male,South Korea,South Korea,Seoul,Diversified,['Diversified'],Samsung Electronics Co. Ltd.,Chairman,False,Decreased
2020,4,76,14.0 B,Wang,Jianlin,Wang Jianlin,1954-10-01,65,Male,China,China,Beijing,Real Estate,['Real Estate'],Dalian Wanda Group,Chairman,True,Decreased
2020,4,77,13.9 B,Cohen,Steve,Steve Cohen,1956-06-11,63,Male,United States,United States,Greenwich,Finance & Investments,['Finance & Investments'],Point72 Asset Management,Founder,True,Increased
2020,4,78,13.8 B,Damani,Radhakishan,Radhakishan Damani & family,1955-01-01,65,Male,India,India,Mumbai,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2020,4,78,13.8 B,Icahn,Carl,Carl Icahn,1936-02-16,84,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],Icahn Capital Management,Founder,True,Decreased
2020,4,80,13.6 B,Hartono,R. Budi,R. Budi Hartono,1941-01-01,79,Male,Indonesia,Indonesia,Kudus,Finance & Investments,['Finance & Investments'],,,False,Decreased
2020,4,81,13.5 B,Chearavanont,Dhanin,Dhanin Chearavanont,1939-04-19,80,Male,Thailand,Thailand,Bangkok,Diversified,['Diversified'],,,False,Decreased
2020,4,81,13.5 B,Persson,Stefan,Stefan Persson,1947-10-04,72,Male,Sweden,Sweden,Stockholm,Fashion & Retail,['Fashion & Retail'],Hennes & Mauritz Unsponsored ADR,Chairman,False,Decreased
2020,4,83,13.4 B,Usmanov,Alisher,Alisher Usmanov,1953-09-09,66,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],Metalloinvest,Founder,True,Increased
2020,4,84,13.2 B,Schmidt,Eric,Eric Schmidt,1955-04-27,64,Male,United States,United States,Atherton,Technology,['Technology'],,,True,Increased
2020,4,85,13.1 B,Rinehart,Gina,Gina Rinehart,1954-02-09,66,Female,Australia,Australia,Perth,Metals & Mining,['Metals & Mining'],Hancock Prospecting,Executive Chairman,False,Decreased
2020,4,86,13.0 B,Droege,Walter P.J.,Walter P.J. Droege,1952-11-25,67,Male,Germany,Germany,Dusseldorf,Service,['Service'],,,True,Increased
2020,4,86,13.0 B,Fridman,Mikhail,Mikhail Fridman,1964-04-21,55,Male,Russia,United Kingdom,London,Energy,['Energy'],,,True,Decreased
2020,4,86,13.0 B,Hartono,Michael,Michael Hartono,1939-10-02,80,Male,Indonesia,Indonesia,Kudus,Manufacturing,['Manufacturing'],,,False,Decreased
2020,4,86,13.0 B,Hopp,Dietmar,Dietmar Hopp & family,1940-04-26,79,Male,Germany,Germany,Walldorf,Technology,['Technology'],,,True,Decreased
2020,4,86,13.0 B,Zhang,Zhidong,Zhang Zhidong,1972-01-01,48,Male,China,China,Shenzhen,Technology,['Technology'],Tencent Holdings,Cofounder,True,Decreased
2020,4,91,12.9 B,Hinduja,,Hinduja brothers,,,Male,United Kingdom,United Kingdom,London,Diversified,['Diversified'],,,False,Decreased
2020,4,91,12.9 B,Thiele,Heinz Hermann,Heinz Hermann Thiele & family,1941-04-02,79,Male,Germany,Germany,Munich,Construction & Engineering,['Construction & Engineering'],,,True,Decreased
2020,4,93,12.8 B,de Carvalho-Heineken,Charlene,Charlene de Carvalho-Heineken & family,1954-06-30,65,Female,Netherlands,United Kingdom,London,Food & Beverage,['Food & Beverage'],,,False,Decreased
2020,4,94,12.7 B,Besnier,Emmanuel,Emmanuel Besnier,1970-09-18,49,Male,France,France,Laval,Food & Beverage,['Food & Beverage'],,,False,Decreased
2020,4,95,12.5 B,Melnichenko,Andrey,Andrey Melnichenko,1972-03-08,48,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Decreased
2020,4,96,12.4 B,Li,Shufu,Li Shufu,1963-06-01,56,Male,China,China,Hangzhou,Automotive,['Automotive'],,,True,Decreased
2020,4,96,12.4 B,Plattner,Hasso,Hasso Plattner & family,1944-01-21,76,Male,Germany,Germany,Heidelberg,Technology,['Technology'],,,True,Decreased
2020,4,98,12.3 B,Liu,Yonghao,Liu Yonghao & family,1951-09-01,68,Male,China,China,Chengdu,Service,['Service'],,,True,Increased
2020,4,98,12.3 B,Quandt,Stefan,Stefan Quandt,1966-05-09,53,Male,Germany,Germany,Frankfurt,Automotive,['Automotive'],,,False,Decreased
2020,4,100,12.1 B,Griffin,Ken,Ken Griffin,1968-10-15,51,Male,United States,United States,Chicago,Finance & Investments,['Finance & Investments'],Citadel LLC,Founder & CEO,True,Increased
2020,4,101,12.0 B,Tepper,David,David Tepper,1957-09-11,62,Male,United States,United States,Miami Beach,Finance & Investments,['Finance & Investments'],Appaloosa Management,President and Founder,True,Increased
2020,4,101,12.0 B,Wu,Yajun,Wu Yajun & family,1964-01-01,56,Female,China,China,Beijing,Real Estate,['Real Estate'],Longfor Group Holdings,Cofounder-chair,True,Increased
2020,4,103,11.9 B,Kwong,Siu-hing,Kwong Siu-hing,1929-12-02,90,Female,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,False,Decreased
2020,4,103,11.9 B,Nadar,Shiv,Shiv Nadar,1945-07-18,74,Male,India,India,Delhi,Technology,['Technology'],,,True,Decreased
2020,4,105,11.8 B,Sun,Piaoyang,Sun Piaoyang,1958-09-01,61,Male,China,China,Lianyungang,Healthcare,['Healthcare'],,,True,Increased
2020,4,106,11.7 B,Lui,Che Woo,Lui Che Woo & family,1929-04-01,91,Male,Hong Kong,Hong Kong,Hong Kong,Gambling & Casinos,['Gambling & Casinos'],,,True,Decreased
2020,4,106,11.7 B,Salinas Pliego,Ricardo,Ricardo Salinas Pliego & family,1955-10-19,64,Male,Mexico,Mexico,Mexico City,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2020,4,108,11.6 B,Li,Xiting,Li Xiting,1951-01-01,69,Male,Singapore,China,Shenzhen,Healthcare,['Healthcare'],,,True,Increased
2020,4,108,11.6 B,Wuerth,Reinhold,Reinhold Wuerth & family,1935-04-20,84,Male,Germany,Germany,Kuenzelsau,Manufacturing,['Manufacturing'],,,True,Increased
2020,4,110,11.5 B,Menard,John,"John Menard, Jr.",1940-01-22,80,Male,United States,United States,Eau Claire,Fashion & Retail,['Fashion & Retail'],Menards,Entrepreneur,True,Increased
2020,4,110,11.5 B,Pang,Kang,Pang Kang,1956-01-19,64,Male,China,China,Foshan,Food & Beverage,['Food & Beverage'],,,True,Increased
2020,4,110,11.5 B,Woo,Peter,Peter Woo,1946-09-05,73,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,False,Increased
2020,4,113,11.3 B,Abramovich,Roman,Roman Abramovich,1966-10-24,53,Male,Russia,Russia,Moscow,Diversified,['Diversified'],,,True,Decreased
2020,4,113,11.3 B,Tschira,Udo & Harald,Udo & Harald Tschira,,,Male,Germany,Germany,,Technology,['Technology'],,,False,Increased
2020,4,115,11.2 B,Prokhorov,Mikhail,Mikhail Prokhorov,1965-05-03,54,Male,Russia,Russia,Moscow,Finance & Investments,['Finance & Investments'],Brooklyn Nets,Owner,True,Increased
2020,4,115,11.2 B,Xu,Hang,Xu Hang,1966-05-22,53,Male,Hong Kong,China,Shenzhen,Healthcare,['Healthcare'],,,True,Increased
2020,4,117,11.1 B,Mistry,Pallonji,Pallonji Mistry,1929-06-01,90,Male,Ireland,India,Mumbai,Construction & Engineering,['Construction & Engineering'],,,False,Decreased
2020,4,118,11.0 B,Anschutz,Philip,Philip Anschutz,1939-12-28,80,Male,United States,United States,Denver,Finance & Investments,['Finance & Investments'],,,False,Increased
2020,4,118,11.0 B,Larrea Mota Velasco,German,German Larrea Mota Velasco & family,1953-10-26,66,Male,Mexico,Mexico,Mexico City,Metals & Mining,['Metals & Mining'],,,False,Decreased
2020,4,118,11.0 B,Omidyar,Pierre,Pierre Omidyar,1967-06-21,52,Male,United States,United States,Honolulu,Technology,['Technology'],eBay,Entrepreneur,True,Decreased
2020,4,118,11.0 B,Ratcliffe,James,James Ratcliffe,1953-01-01,67,Male,United Kingdom,United Kingdom,London,Manufacturing,['Manufacturing'],,,True,Decreased
2020,4,118,11.0 B,Zhang,Yong,Zhang Yong,1970-07-01,49,Male,Singapore,Singapore,Singapore,Food & Beverage,['Food & Beverage'],,,True,Increased
2020,4,123,10.9 B,Ng,Robert & Philip,Robert & Philip Ng,,,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,,False,Decreased
2020,4,124,10.8 B,Fontbona,Iris,Iris Fontbona & family,1943-01-01,77,Female,Chile,Chile,Santiago,Metals & Mining,['Metals & Mining'],,,False,Decreased
2020,4,124,10.8 B,Johnson,Abigail,Abigail Johnson,1961-12-19,58,Female,United States,United States,Milton,Finance & Investments,['Finance & Investments'],Fidelity Investments,CEO,False,Decreased
2020,4,124,10.8 B,Newhouse,Donald,Donald Newhouse,1929-08-05,90,Male,United States,United States,New York,Media & Entertainment,['Media & Entertainment'],,,False,Decreased
2020,4,127,10.5 B,Hart,Graeme,Graeme Hart,1955-06-06,64,Male,New Zealand,New Zealand,Auckland,Finance & Investments,['Finance & Investments'],,,True,Increased
2020,4,127,10.5 B,Vekselberg,Viktor,Viktor Vekselberg,1957-04-14,62,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Decreased
2020,4,129,10.4 B,Goh,Cheng Liang,Goh Cheng Liang,1927-06-27,92,Male,Singapore,Singapore,Singapore,Manufacturing,['Manufacturing'],,,True,Increased
2020,4,129,10.4 B,Kotak,Uday,Uday Kotak,1959-03-15,61,Male,India,India,Mumbai,Finance & Investments,['Finance & Investments'],,,True,Decreased
2020,4,129,10.4 B,Lemann,Jorge Paulo,Jorge Paulo Lemann & family,1939-08-26,80,Male,Brazil,Switzerland,Zurich,Food & Beverage,['Food & Beverage'],,"Investor, Philanthropist",True,Decreased
2020,4,132,10.3 B,Rausing,Jorn,Jorn Rausing,1960-01-01,60,Male,Sweden,United Kingdom,Surrey,Food & Beverage,['Food & Beverage'],,,False,Increased
2020,4,133,10.2 B,Meijer,Hank & Doug,Hank & Doug Meijer,,,Male,United States,United States,Grand Rapids,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2020,4,133,10.2 B,Pessina,Stefano,Stefano Pessina,1941-06-04,78,Male,Italy,Monaco,Monte Carlo,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2020,4,135,10.0 B,Kerimov & family,Suleiman,Suleiman Kerimov & family,1966-03-12,54,Male,Russia,Russia,Moscow,Finance & Investments,['Finance & Investments'],,,True,Increased
2020,4,135,10.0 B,Kroenke,Stanley,Stanley Kroenke,1947-07-29,72,Male,United States,United States,Electra,Sports,['Sports'],,,True,Increased
2020,4,135,10.0 B,Tsai,Joseph,Joseph Tsai,1964-01-19,56,Male,Canada,Hong Kong,Hong Kong,Technology,['Technology'],,,True,Increased
2020,4,138,9.8 B,Moore,Gordon,Gordon Moore,1929-01-03,91,Male,United States,United States,Woodside,Technology,['Technology'],Intel,Cofounder and Chairman Emeritus,True,Increased
2020,4,139,9.7 B,Koum,Jan,Jan Koum,1976-02-24,44,Male,United States,United States,Atherton,Technology,['Technology'],WhatsApp Inc.,Entrepreneur,True,Increased
2020,4,139,9.7 B,Zeng,Robin,Robin Zeng,1969-01-01,51,Male,Hong Kong,China,Ningde,Energy,['Energy'],,,True,Increased
2020,4,141,9.6 B,Fredriksen,John,John Fredriksen,1945-02-01,75,Male,Cyprus,United Kingdom,London,Logistics,['Logistics'],,Investor,True,Decreased
2020,4,141,9.6 B,Kuok,Robert,Robert Kuok,1923-10-06,96,Male,Malaysia,Hong Kong,Hong Kong,Diversified,['Diversified'],,,True,Decreased
2020,4,141,9.6 B,Struengmann,Andreas,Andreas Struengmann & family,1950-02-16,70,Male,Germany,Germany,Tegernsee,Healthcare,['Healthcare'],,,True,Increased
2020,4,141,9.6 B,Struengmann,Thomas,Thomas Struengmann & family,1950-02-16,70,Male,Germany,Germany,Tegernsee,Healthcare,['Healthcare'],,,True,Increased
2020,4,145,9.5 B,Hui,Wing Mau,Hui Wing Mau,1950-07-01,69,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,True,Increased
2020,4,146,9.3 B,Moskovitz,Dustin,Dustin Moskovitz,1984-05-22,35,Male,United States,United States,San Francisco,Technology,['Technology'],Asana,Entrepreneur,True,Decreased
2020,4,147,9.2 B,Lei,Jun,Lei Jun,1969-12-16,50,Male,China,China,Beijing,Technology,['Technology'],Xiaomi,Founder and CEO,True,Decreased
2020,4,147,9.2 B,Quek,Leng Chan,Quek Leng Chan,1941-08-12,78,Male,Malaysia,Malaysia,Kuala Lumpur,Diversified,['Diversified'],,,False,Decreased
2020,4,147,9.2 B,Sun,Hongbin,Sun Hongbin,1963-01-01,57,Male,United States,China,Tianjin,Real Estate,['Real Estate'],,,True,Increased
2020,4,150,9.1 B,Rausing,Finn,Finn Rausing,1955-01-01,65,Male,Sweden,United Kingdom,London,Food & Beverage,['Food & Beverage'],,,False,Increased
2020,4,150,9.1 B,Rausing,Kirsten,Kirsten Rausing,1952-06-06,67,Female,Sweden,United Kingdom,Newmarket,Food & Beverage,['Food & Beverage'],,,False,Increased
2020,4,150,9.1 B,Sirivadhanabhakdi,Charoen,Charoen Sirivadhanabhakdi,1944-05-02,75,Male,Thailand,Thailand,Bangkok,Food & Beverage,['Food & Beverage'],,,True,Decreased
2020,4,153,9.0 B,Resnick,Stewart and Lynda,Stewart and Lynda Resnick,,,,United States,United States,Beverly Hills,Food & Beverage,['Food & Beverage'],,,True,Increased
2020,4,153,9.0 B,Sarmiento,Luis Carlos,Luis Carlos Sarmiento,1933-01-27,87,Male,Colombia,Colombia,Bogota,Finance & Investments,['Finance & Investments'],,,True,Decreased
2020,4,155,8.9 B,Adani,Gautam,Gautam Adani & family,1962-06-24,57,Male,India,India,Ahmedabad,Diversified,['Diversified'],,,True,Increased
2020,4,155,8.9 B,Walton,Christy,Christy Walton,1949-02-08,71,Female,United States,United States,Jackson,Fashion & Retail,['Fashion & Retail'],Children's Scholarship Fund,Co-Chair,False,Increased
2020,4,157,8.8 B,Mittal,Sunil,Sunil Mittal & family,1957-10-23,62,Male,India,India,Delhi,Telecom,['Telecom'],,,True,Increased
2020,4,157,8.8 B,Zhang,Bangxin,Zhang Bangxin,1980-01-01,40,Male,China,China,Beijing,Service,['Service'],,,True,Increased
