year	month	rank	net_worth	last_name	first_name	full_name	birth_date	age	gender	country_of_citizenship	country_of_residence	city_of_residence	business_category	business_industries	organization_name	position_in_organization	self_made	wealth_status
2021	4	35	39.0 B	Wang	Wei	Wang Wei	1970/10/01	50	Male	China	China	Shenzhen	Service	['Service']			TRUE	Increased
2021	4	36	38.2 B	Adelson	Miriam	Miriam Adelson	1945/10/10	75	Female	United States	United States	Las Vegas	Gambling & Casinos	['Gambling & Casinos']			FALSE	
2021	4	37	37.7 B	He	Xiangjian	He Xiangjian	1942/08/11	78	Male	China	China	Foshan	Manufacturing	['Manufacturing']			TRUE	Increased
2021	4	38	36.9 B	Schwarz	Dieter	Dieter Schwarz	1939/09/24	81	Male	Germany	Germany	Neckarsulm	Fashion & Retail	['Fashion & Retail']			FALSE	Increased
2021	4	39	35.6 B	Zhang	Yiming	Zhang Yiming	1984/01/01	37	Male	China	China	Beijing	Technology	['Technology']			TRUE	Increased
2021	4	40	35.1 B	Ferrero	Giovanni	Giovanni Ferrero	1964/09/21	56	Male	Italy	Belgium	Brussels	Food & Beverage	['Food & Beverage']			FALSE	Increased
2021	4	41	34.5 B	Wertheimer	Alain	Alain Wertheimer	1948/08/28	72	Male	France	United States	New York	Fashion & Retail	['Fashion & Retail']			FALSE	Increased
2021	4	41	34.5 B	Wertheimer	Gerard	Gerard Wertheimer	1951/01/09	70	Male	France	United States	New York	Fashion & Retail	['Fashion & Retail']			FALSE	Increased
2021	4	43	33.7 B	Li	Ka-shing	Li Ka-shing	1928/06/13	92	Male	Hong Kong	Hong Kong		Diversified	['Diversified']	CK Hutchison Holdings	Senior Advisor	TRUE	Increased
2021	4	44	33.5 B	Qin	Yinglin	Qin Yinglin & family	1965/04/17	55	Male	China	China	Nanyang	Food & Beverage	['Food & Beverage']			TRUE	Increased
2021	4	45	33.0 B	Ding	William Lei	William Lei Ding	1971/10/01	49	Male	China	China	Hangzhou	Technology	['Technology']			TRUE	Increased
2021	4	46	32.0 B	Blavatnik	Len	Len Blavatnik	1957/06/01	63	Male	United States	United Kingdom	London	Diversified	['Diversified']			TRUE	Increased
2021	4	47	31.7 B	Lee	Shau Kee	Lee Shau Kee	1928/01/29	93	Male	Hong Kong	Hong Kong	Hong Kong	Real Estate	['Real Estate']			TRUE	Increased
2021	4	48	31.3 B	Mars	Jacqueline	Jacqueline Mars	1939/10/10	81	Female	United States	United States	The Plains	Food & Beverage	['Food & Beverage']			FALSE	Increased
2021	4	48	31.3 B	Mars	John	John Mars	1935/10/15	85	Male	United States	United States	Jackson	Food & Beverage	['Food & Beverage']			FALSE	Increased
2021	4	50	29.6 B	Yang	Huiyan	Yang Huiyan & family	1981/09/27	39	Female	China	China	Foshan	Real Estate	['Real Estate']			FALSE	Increased
2021	4	51	29.1 B	Mordashov & family	Alexey	Alexey Mordashov	1965/09/26	55	Male	Russia	Russia	Moscow	Metals & Mining	['Metals & Mining']			TRUE	Increased
2021	4	52	28.4 B	Zeng	Robin	Robin Zeng	1969/01/01	52	Male	Hong Kong	China	Ningde	Automotive	['Automotive']			TRUE	Increased
2021	4	53	27.7 B	Hui	Ka Yan	Hui Ka Yan	1958/10/01	62	Male	China	China	Shenzhen	Real Estate	['Real Estate']			TRUE	Increased
2021	4	53	27.7 B	Klatten	Susanne	Susanne Klatten	1962/04/28	58	Female	Germany	Germany	Bad Homburg	Automotive	['Automotive']			FALSE	Increased
2021	4	55	27.0 B	Potanin	Vladimir	Vladimir Potanin	1961/01/03	60	Male	Russia	Russia	Moscow	Metals & Mining	['Metals & Mining']			TRUE	Increased
2021	4	56	26.9 B	Mateschitz	Dietrich	Dietrich Mateschitz	1944/05/20	76	Male	Austria	Austria	Fuschl am See	Food & Beverage	['Food & Beverage']			TRUE	Increased
2021	4	57	26.4 B	Pang	Kang	Pang Kang	1956/01/19	65	Male	China	China	Foshan	Food & Beverage	['Food & Beverage']			TRUE	Increased
2021	4	58	26.3 B	Kuehne	Klaus-Michael	Klaus-Michael Kuehne	1937/06/02	83	Male	Germany	Switzerland	Schindellegi	Logistics	['Logistics']			FALSE	Increased
2021	4	59	26.2 B	Lisin	Vladimir	Vladimir Lisin	1956/05/07	64	Male	Russia	Russia	Moscow	Metals & Mining	['Metals & Mining']			TRUE	Increased
2021	4	60	26.1 B	Wang	Xing	Wang Xing	1979/02/18	42	Male	China	China	Beijing	Technology	['Technology']			TRUE	Increased
2021	4	61	25.9 B	Larrea Mota Velasco	German	German Larrea Mota Velasco & family	1953/10/26	67	Male	Mexico	Mexico	Mexico City	Metals & Mining	['Metals & Mining']			FALSE	Increased
2021	4	62	25.8 B	Del Vecchio	Leonardo	Leonardo Del Vecchio & family	1935/05/22	85	Male	Italy	Italy	Milan	Fashion & Retail	['Fashion & Retail']			TRUE	Increased
2021	4	62	25.8 B	Takizaki	Takemitsu	Takemitsu Takizaki	1945/06/10	75	Male	Japan	Japan	Osaka	Manufacturing	['Manufacturing']			TRUE	Increased
2021	4	64	25.5 B	Lauder	Leonard	Leonard Lauder	1933/03/19	88	Male	United States	United States	New York	Fashion & Retail	['Fashion & Retail']	The Estée Lauder Companies	Chairman Emeritus 	FALSE	Increased
2021	4	65	25.0 B	Peterffy	Thomas	Thomas Peterffy	1944/09/30	76	Male	United States	United States	Palm Beach	Finance & Investments	['Finance & Investments']			TRUE	Increased
2021	4	66	24.9 B	Alekperov	Vagit	Vagit Alekperov	1950/09/01	70	Male	Russia	Russia	Moscow	Energy	['Energy']			TRUE	Increased
2021	4	66	24.9 B	Mikhelson	Leonid	Leonid Mikhelson	1955/08/11	65	Male	Russia	Russia	Moscow	Energy	['Energy']			TRUE	Increased
2021	4	68	24.6 B	Simons	Jim	Jim Simons	1938/04/25	82	Male	United States	United States	East Setauket	Finance & Investments	['Finance & Investments']	Renaissance Technologies Corp.	Founder	TRUE	Increased
2021	4	69	24.4 B	Jiang	Rensheng	Jiang Rensheng & family	1953/10/08	67	Male	China	China	Chongqing	Healthcare	['Healthcare']			TRUE	Increased
2021	4	70	23.6 B	Rinehart	Gina	Gina Rinehart	1954/02/09	67	Female	Australia	Australia	Perth	Metals & Mining	['Metals & Mining']	Hancock Prospecting	Executive Chairman	FALSE	Increased
2021	4	71	23.5 B	Murdoch	Rupert	Rupert Murdoch & family	1931/03/11	90	Male	United States	United States	New York	Media & Entertainment	['Media & Entertainment']	News Corp Class A	Chairman and CEO	FALSE	Increased
2021	4	71	23.5 B	Nadar	Shiv	Shiv Nadar	1945/07/18	75	Male	India	India	Delhi	Technology	['Technology']			TRUE	Increased
2021	4	73	23.4 B	Zhang	Zhidong	Zhang Zhidong	1972/01/01	49	Male	China	China	Shenzhen	Technology	['Technology']			TRUE	Increased
2021	4	74	23.3 B	Fontbona	Iris	Iris Fontbona & family	1943/01/01	78	Female	Chile	Chile	Santiago	Metals & Mining	['Metals & Mining']			FALSE	Increased
2021	4	75	23.0 B	Lei	Jun	Lei Jun	1969/12/16	51	Male	China	China	Beijing	Technology	['Technology']	Xiaomi	Founder and CEO	TRUE	Increased
2021	4	75	23.0 B	Zhang	Yong	Zhang Yong	1970/07/01	50	Male	Singapore	Singapore	Singapore	Food & Beverage	['Food & Beverage']			TRUE	Increased
2021	4	77	22.4 B	Liu	Richard Qiangdong	Richard Qiangdong Liu	1974/03/10	47	Male	China	China	Beijing	Technology	['Technology']			TRUE	Increased
2021	4	78	22.0 B	Timchenko	Gennady	Gennady Timchenko	1952/11/09	68	Male	Russia	Russia	Moscow	Energy	['Energy']			TRUE	Increased
2021	4	79	21.9 B	Schwarzman	Stephen	Stephen Schwarzman	1947/02/14	74	Male	United States	United States	New York	Finance & Investments	['Finance & Investments']	Blackstone Group	Chairman and CEO	TRUE	Increased
2021	4	80	21.7 B	Goh	Cheng Liang	Goh Cheng Liang	1927/06/27	93	Male	Singapore	Singapore	Singapore	Manufacturing	['Manufacturing']			TRUE	Increased
2021	4	81	21.6 B	Quandt	Stefan	Stefan Quandt	1966/05/09	54	Male	Germany	Germany	Frankfurt	Automotive	['Automotive']			FALSE	Increased
2021	4	82	21.5 B	Li	Xiting	Li Xiting	1951/01/01	70	Male	Singapore	China	Shenzhen	Healthcare	['Healthcare']			TRUE	Increased
2021	4	83	21.4 B	Omidyar	Pierre	Pierre Omidyar	1967/06/21	53	Male	United States	United States	Honolulu	Technology	['Technology']	eBay	Entrepreneur	TRUE	Increased
2021	4	84	21.3 B	Persson	Stefan	Stefan Persson	1947/10/04	73	Male	Sweden	Sweden	Stockholm	Fashion & Retail	['Fashion & Retail']	Hennes & Mauritz Unsponsored ADR	Chairman	FALSE	Increased
2021	4	85	20.9 B	Johnson	Abigail	Abigail Johnson	1961/12/19	59	Female	United States	United States	Milton	Finance & Investments	['Finance & Investments']	Fidelity Investments	CEO	FALSE	Increased
2021	4	86	20.5 B	Hartono	R. Budi	R. Budi Hartono	1941/01/01	80	Male	Indonesia	Indonesia	Kudus	Finance & Investments	['Finance & Investments']			FALSE	Increased
2021	4	87	20.4 B	Forrest	Andrew	Andrew Forrest	1961/11/18	59	Male	Australia	Australia	Perth	Metals & Mining	['Metals & Mining']			TRUE	Increased
2021	4	88	20.3 B	Dalio	Ray	Ray Dalio	1949/08/08	71	Male	United States	United States	Greenwich	Finance & Investments	['Finance & Investments']	Bridgewater Associates	Founder & Co-Chief Investment Officer	TRUE	Increased
2021	4	89	19.7 B	Hartono	Michael	Michael Hartono	1939/10/02	81	Male	Indonesia	Indonesia	Kudus	Manufacturing	['Manufacturing']			FALSE	Increased
2021	4	89	19.7 B	Li	Shufu	Li Shufu	1963/06/01	57	Male	China	China	Hangzhou	Automotive	['Automotive']			TRUE	Increased
2021	4	89	19.7 B	Zhong	Huijuan	Zhong Huijuan	1961/01/01	60	Female	China	China	Shanghai	Healthcare	['Healthcare']			TRUE	Increased
2021	4	92	19.5 B	Xu	Hang	Xu Hang	1966/05/22	54	Male	Hong Kong	China	Shenzhen	Healthcare	['Healthcare']			TRUE	Increased
2021	4	93	19.4 B	Lui	Che Woo	Lui Che Woo	1929/04/01	92	Male	Hong Kong	Hong Kong	Hong Kong	Gambling & Casinos	['Gambling & Casinos']			TRUE	Increased
2021	4	94	19.1 B	Besnier	Emmanuel	Emmanuel Besnier	1970/09/18	50	Male	France	France	Laval	Food & Beverage	['Food & Beverage']			FALSE	Increased
2021	4	95	19.0 B	Powell Jobs	Laurene	Laurene Powell Jobs & family	1963/11/06	57	Female	United States	United States	Palo Alto	Technology	['Technology']	Emerson Collective	Investor, Philanthropist	FALSE	Increased
2021	4	96	18.9 B	Schmidt	Eric	Eric Schmidt	1955/04/27	65	Male	United States	United States	Atherton	Technology	['Technology']			TRUE	Increased
2021	4	96	18.9 B	Sun	Piaoyang	Sun Piaoyang	1958/09/01	62	Male	China	China	Lianyungang	Healthcare	['Healthcare']			TRUE	Increased
2021	4	98	18.8 B	Albrecht	Theo	Theo Albrecht, Jr. & family	1951/01/01	70	Male	Germany	Germany	Mulheim an der Ruhr	Fashion & Retail	['Fashion & Retail']			FALSE	Increased
2021	4	99	18.4 B	Usmanov	Alisher	Alisher Usmanov	1953/09/09	67	Male	Russia	Russia	Moscow	Metals & Mining	['Metals & Mining']	Metalloinvest	Founder	TRUE	Increased
2021	4	100	18.3 B	Pera	Robert	Robert Pera	1978/03/10	43	Male	United States	United States	San Jose	Technology	['Technology']	Ubiquiti	Chief Executive Officer	TRUE	Increased
2021	4	100	18.3 B	Wu	Yajun	Wu Yajun	1964/01/01	57	Female	China	China	Beijing	Real Estate	['Real Estate']	Longfor Properties	Cofounder-chair	TRUE	Increased
2021	4	102	18.2 B	Fan	Hongwei	Fan Hongwei & family	1967/01/01	54	Female	China	China	Wujiang	Energy	['Energy']			TRUE	Increased
2021	4	103	18.1 B	Chearavanont	Dhanin	Dhanin Chearavanont	1939/04/19	81	Male	Thailand	Thailand	Bangkok	Diversified	['Diversified']			FALSE	Increased
2021	4	104	18.0 B	Woo	Peter	Peter Woo	1946/09/05	74	Male	Hong Kong	Hong Kong	Hong Kong	Real Estate	['Real Estate']			FALSE	Increased
2021	4	105	17.9 B	Chen	Bang	Chen Bang	1965/09/01	55	Male	China	China	Changsha	Healthcare	['Healthcare']			TRUE	Increased
2021	4	105	17.9 B	Melnichenko	Andrey	Andrey Melnichenko	1972/03/08	49	Male	Russia	Russia	Moscow	Metals & Mining	['Metals & Mining']			TRUE	Increased
2021	4	107	17.8 B	Moskovitz	Dustin	Dustin Moskovitz	1984/05/22	36	Male	United States	United States	San Francisco	Technology	['Technology']	Asana	Entrepreneur	TRUE	Increased
2021	4	107	17.8 B	Su	Hua	Su Hua	1982/01/01	39	Male	China	China	Beijing	Media & Entertainment	['Media & Entertainment']			TRUE	Increased
2021	4	109	17.6 B	Newhouse	Donald	Donald Newhouse	1929/08/05	91	Male	United States	United States	New York	Media & Entertainment	['Media & Entertainment']			FALSE	Increased
2021	4	110	17.5 B	Kellner	Petr	Petr Kellner	1964/05/20	56	Male	Czechia	Czechia	Prague	Finance & Investments	['Finance & Investments']			TRUE	Increased
2021	4	111	17.4 B	Lee	Man Tat	Lee Man Tat	1930/01/14	91	Male	Hong Kong	Hong Kong	Hong Kong	Food & Beverage	['Food & Beverage']			FALSE	Increased
2021	4	112	17.2 B	Durov	Pavel	Pavel Durov	1984/10/10	36	Male	Russia	United Arab Emirates	Dubai	Technology	['Technology']			TRUE	Increased
2021	4	113	17.0 B	Ratcliffe	James	James Ratcliffe	1953/01/01	68	Male	United Kingdom	United Kingdom	London	Manufacturing	['Manufacturing']			TRUE	Increased
2021	4	114	16.9 B	Lemann	Jorge Paulo	Jorge Paulo Lemann & family	1939/08/26	81	Male	Brazil	Switzerland	Zurich	Food & Beverage	['Food & Beverage']		Investor, Philanthropist	TRUE	Increased
2021	4	115	16.8 B	Wuerth	Reinhold	Reinhold Wuerth & family	1935/04/20	85	Male	Germany	Germany	Kuenzelsau	Manufacturing	['Manufacturing']			TRUE	Increased
2021	4	116	16.7 B	de Carvalho-Heineken	Charlene	Charlene de Carvalho-Heineken & family	1954/06/30	66	Female	Netherlands	United Kingdom	London	Food & Beverage	['Food & Beverage']			FALSE	Increased
2021	4	117	16.5 B	Damani	Radhakishan	Radhakishan Damani	1955/01/01	66	Male	India	India	Mumbai	Fashion & Retail	['Fashion & Retail']			TRUE	
2021	4	118	16.3 B	Wang	Chuanfu	Wang Chuanfu	1966/02/15	55	Male	China	China	Shenzhen	Automotive	['Automotive']			TRUE	Increased
2021	4	119	16.0 B	Cohen	Steve	Steve Cohen	1956/06/11	64	Male	United States	United States	Greenwich	Finance & Investments	['Finance & Investments']	Point72 Asset Management	Founder	TRUE	Increased
2021	4	119	16.0 B	Griffin	Ken	Ken Griffin	1968/10/15	52	Male	United States	United States	Chicago	Finance & Investments	['Finance & Investments']	Citadel LLC	Founder & CEO	TRUE	Increased
2021	4	121	15.9 B	Chen	Zhiping	Chen Zhiping	1976/01/01	45	Male	China	China	Shenzhen	Manufacturing	['Manufacturing']			TRUE	
2021	4	121	15.9 B	Garcia	Ernest	Ernest Garcia, II.	1957/05/21	63	Male	United States	United States	Tempe	Automotive	['Automotive']			TRUE	Increased
2021	4	121	15.9 B	Kotak	Uday	Uday Kotak	1959/03/15	62	Male	India	India	Mumbai	Finance & Investments	['Finance & Investments']			TRUE	Increased
2021	4	124	15.8 B	Icahn	Carl	Carl Icahn	1936/02/16	85	Male	United States	United States	Indian Creek	Finance & Investments	['Finance & Investments']	Icahn Capital Management	Founder	TRUE	Increased
2021	4	124	15.8 B	Kerimov & family	Suleiman	Suleiman Kerimov & family	1966/03/12	55	Male	Russia	Russia	Moscow	Finance & Investments	['Finance & Investments']			TRUE	Increased
2021	4	126	15.7 B	Frist	Thomas	Thomas Frist, Jr. & family	1938/08/12	82	Male	United States	United States	Nashville	Healthcare	['Healthcare']			TRUE	Increased
2021	4	127	15.6 B	Walton	Lukas	Lukas Walton	1986/09/19	34	Male	United States	United States	Jackson	Fashion & Retail	['Fashion & Retail']			FALSE	Decreased
2021	4	128	15.5 B	Fridman	Mikhail	Mikhail Fridman	1964/04/21	56	Male	Russia	United Kingdom	London	Energy	['Energy']			TRUE	Increased
2021	4	128	15.5 B	Wei	Jianjun	Wei Jianjun & family	1964/03/01	57	Male	China	China	Baoding	Automotive	['Automotive']			TRUE	Increased
2021	4	128	15.5 B	Zuo	Hui	Zuo Hui	1971/01/01	50	Male	China	China	Beijing	Real Estate	['Real Estate']			TRUE	Increased
2021	4	131	15.4 B	Zhou	Qunfei	Zhou Qunfei & family		51	Female	Hong Kong	Hong Kong	Hong Kong	Technology	['Technology']	Lens Technology	Founder and CEO	TRUE	Increased
2021	4	132	15.3 B	Bren	Donald	Donald Bren	1932/05/11	88	Male	United States	United States	Newport Beach	Real Estate	['Real Estate']	Irvine Company	Chairman	TRUE	Decreased
2021	4	133	14.9 B	Hinduja		Hinduja brothers			Male	United Kingdom	United Kingdom	London	Diversified	['Diversified']			FALSE	Increased
2021	4	133	14.9 B	Mittal	Lakshmi	Lakshmi Mittal	1950/06/15	70	Male	India	United Kingdom	London	Metals & Mining	['Metals & Mining']	ArcelorMittal (ADR)	Chairman and CEO	FALSE	Increased
2021	4	133	14.9 B	Schaeffler	Georg	Georg Schaeffler	1964/10/19	56	Male	Germany	Germany	Herzogenaurach	Automotive	['Automotive']		Entrepreneur	FALSE	Increased
2021	4	133	14.9 B	Yuan	Eric	Eric Yuan & family	1970/02/20	51	Male	United States	United States	Santa Clara	Technology	['Technology']	Zoom Video Communications	Founder and CEO	TRUE	Increased
2021	4	137	14.8 B	Wang	Jianlin	Wang Jianlin	1954/10/01	66	Male	China	China	Beijing	Real Estate	['Real Estate']	Dalian Wanda Group	Chairman	TRUE	Increased
2021	4	138	14.7 B	Kwong	Siu-hing	Kwong Siu-hing	1929/12/02	91	Female	Hong Kong	Hong Kong	Hong Kong	Real Estate	['Real Estate']			FALSE	Increased
2021	4	138	14.7 B	Li	Robin	Robin Li	1968/11/17	52	Male	China	China	Beijing	Technology	['Technology']	Baidu.com	Founder and CEO	TRUE	Increased
2021	4	140	14.6 B	Mistry	Pallonji	Pallonji Mistry	1929/06/01	91	Male	Ireland	India	Mumbai	Construction & Engineering	['Construction & Engineering']			FALSE	Increased
2021	4	140	14.6 B	Saverin	Eduardo	Eduardo Saverin	1982/03/19	39	Male	Brazil	Singapore	Singapore	Technology	['Technology']	Facebook	Investor	TRUE	Increased
2021	4	142	14.5 B	Abramovich	Roman	Roman Abramovich	1966/10/24	54	Male	Russia	Russia	Moscow	Diversified	['Diversified']			TRUE	Increased
2021	4	142	14.5 B	Tepper	David	David Tepper	1957/09/11	63	Male	United States	United States		Finance & Investments	['Finance & Investments']	Appaloosa Management	President and Founder	TRUE	Increased
2021	4	144	14.4 B	Gong	Hongjia	Gong Hongjia & family	1965/01/01	56	Male	Hong Kong	Hong Kong	Hong Kong	Finance & Investments	['Finance & Investments']			TRUE	Increased
2021	4	145	14.2 B	Cannon-Brookes	Mike	Mike Cannon-Brookes	1979/11/17	41	Male	Australia	Australia	Sydney	Technology	['Technology']			TRUE	Increased
2021	4	145	14.2 B	Menard	John	John Menard, Jr.	1940/01/22	81	Male	United States	United States	Eau Claire	Fashion & Retail	['Fashion & Retail']	Menard, Inc.	Entrepreneur	TRUE	Increased
2021	4	145	14.2 B	Seo	Jung-jin	Seo Jung-jin	1957/10/23	63	Male	South Korea	South Korea	Seoul	Healthcare	['Healthcare']	Celltrion Inc.		TRUE	Increased
2021	4	148	14.1 B	Cheng	Yixiao	Cheng Yixiao	1984/01/01	37	Male	China	China	Beijing	Media & Entertainment	['Media & Entertainment']			TRUE	Increased
2021	4	148	14.1 B	Liang	Wengen	Liang Wengen	1956/12/14	64	Male	China	China	Changsha	Manufacturing	['Manufacturing']			TRUE	Increased
2021	4	150	14.0 B	Farquhar	Scott	Scott Farquhar	1979/12/17	41	Male	Australia	Australia	Sydney	Technology	['Technology']			TRUE	Increased
2021	4	151	13.9 B	Rausing	Finn	Finn Rausing	1955/01/01	66	Male	Sweden	United Kingdom	London	Food & Beverage	['Food & Beverage']			FALSE	Increased
2021	4	151	13.9 B	Rausing	Jorn	Jorn Rausing	1960/01/01	61	Male	Sweden	United Kingdom	Surrey	Food & Beverage	['Food & Beverage']			FALSE	Increased
2021	4	151	13.9 B	Rausing	Kirsten	Kirsten Rausing	1952/06/06	68	Female	Sweden	United Kingdom	Newmarket	Food & Beverage	['Food & Beverage']			FALSE	Increased
2021	4	154	13.7 B	Chesky	Brian	Brian Chesky	1981/08/29	39	Male	United States	United States	San Francisco	Technology	['Technology']	Airbnb, Inc.	CEO and Cofounder	TRUE	Increased
2021	4	155	13.6 B	Lau	Joseph	Joseph Lau	1951/07/21	69	Male	Hong Kong	Hong Kong	Hong Kong	Real Estate	['Real Estate']			TRUE	Decreased
2021	4	156	13.5 B	Duffield	David	David Duffield	1940/09/21	80	Male	United States	United States	Incline Village	Technology	['Technology']	Workday	Entrepreneur	TRUE	Increased
2021	4	156	13.5 B	Sirivadhanabhakdi	Charoen	Charoen Sirivadhanabhakdi	1944/05/02	76	Male	Thailand	Thailand	Bangkok	Food & Beverage	['Food & Beverage']			TRUE	Increased
2021	4	158	13.3 B	Kim	Jung-ju	Kim Jung-ju	1968/02/22	53	Male	South Korea	South Korea	Seoul	Technology	['Technology']	Nexon		TRUE	Increased
