year	month	rank	net_worth	last_name	first_name	full_name	birth_date	age	gender	country_of_citizenship	country_of_residence	city_of_residence	business_category	business_industries	organization_name	position_in_organization	self_made	wealth_status
2023	4	101	16.5 B	Kellnerova	Renata	Renata Kellnerova & family	1967/07/04	55	Female	Czech Republic	Czech Republic	Prague	Finance & Investments	['Finance & Investments']			FALSE	Decreased
2023	4	103	16.3 B	Li	Xiting	Li Xiting	1951/01/01	72	Male	Singapore	China	Shenzhen	Healthcare	['Healthcare']			TRUE	Decreased
2023	4	104	16.2 B	Persson	Stefan	Stefan Persson	1947/10/04	75	Male	Sweden	Sweden	Stockholm	Fashion & Retail	['Fashion & Retail']	Hennes & Mauritz Unsponsored ADR	Chairman	FALSE	Decreased
2023	4	104	16.2 B	Schmidt	Eric	Eric Schmidt	1955/04/27	67	Male	United States	United States	Atherton	Technology	['Technology']			TRUE	Decreased
2023	4	106	16.0 B	Platt	Michael	Michael Platt	1968/03/18	55	Male	United Kingdom	Switzerland	Geneva	Finance & Investments	['Finance & Investments']	BlueCrest Capital Management	Founder 	TRUE	Increased
2023	4	107	15.9 B	Pang	Kang	Pang Kang	1956/01/19	67	Male	China	China	Foshan	Food & Beverage	['Food & Beverage']			TRUE	Decreased
2023	4	108	15.8 B	Albrecht Jr.	Karl	Karl Albrecht Jr. & family	1948/01/01		Male	Germany	Germany		Fashion & Retail	['Fashion & Retail']			FALSE	
2023	4	108	15.8 B	Heister	Beate	Beate Heister	1951/01/01		Female	Germany			Fashion & Retail	['Fashion & Retail']			FALSE	
2023	4	108	15.8 B	Lemann	Jorge Paulo	Jorge Paulo Lemann & family	1939/08/26	83	Male	Brazil	Switzerland	Zurich	Food & Beverage	['Food & Beverage']		Investor, Philanthropist	TRUE	Increased
2023	4	108	15.8 B	Woo	Peter	Peter Woo	1946/09/05	76	Male	Hong Kong	Hong Kong	Hong Kong	Real Estate	['Real Estate']			FALSE	Decreased
2023	4	112	15.6 B	Shanghvi	Dilip	Dilip Shanghvi	1955/10/01	67	Male	India	India	Mumbai	Healthcare	['Healthcare']			TRUE	Remained Even
2023	4	113	15.5 B	Pera	Robert	Robert Pera	1978/03/10	45	Male	United States	United States	San Jose	Technology	['Technology']	Ubiquiti	Chief Executive Officer	TRUE	Increased
2023	4	114	15.3 B	Damani	Radhakishan	Radhakishan Damani	1955/01/01	68	Male	India	India	Mumbai	Fashion & Retail	['Fashion & Retail']			TRUE	Decreased
2023	4	115	15.2 B	Huang	Shilin	Huang Shilin	1967/01/01	56	Male	China	China	Ningde	Automotive	['Automotive']			TRUE	Decreased
2023	4	116	14.9 B	Chearavanont	Dhanin	Dhanin Chearavanont	1939/04/19	83	Male	Thailand	Thailand	Bangkok	Diversified	['Diversified']			FALSE	Increased
2023	4	116	14.9 B	Green	David	David Green & family	1941/11/13	81	Male	United States	United States	Oklahoma City	Fashion & Retail	['Fashion & Retail']	Hobby Lobby	CEO	TRUE	Increased
2023	4	118	14.8 B	Sirivadhanabhakdi	Charoen	Charoen Sirivadhanabhakdi	1944/05/02	78	Male	Thailand	Thailand	Bangkok	Food & Beverage	['Food & Beverage']			TRUE	Increased
2023	4	119	14.7 B	de Carvalho-Heineken	Charlene	Charlene de Carvalho-Heineken & family	1954/06/30	68	Female	Netherlands	United Kingdom	London	Food & Beverage	['Food & Beverage']			FALSE	Decreased
2023	4	120	14.6 B	Xu	Hang	Xu Hang	1962/05/22	60	Male	Hong Kong	China	Shenzhen	Healthcare	['Healthcare']			TRUE	Decreased
2023	4	121	14.5 B	Wei	Jianjun	Wei Jianjun & family	1964/03/01	59	Male	China	China	Baoding	Automotive	['Automotive']			TRUE	Decreased
2023	4	122	14.4 B	Usmanov	Alisher	Alisher Usmanov	1953/09/09	69	Male	Russia	Uzbekistan	Tashkent	Metals & Mining	['Metals & Mining']	Metalloinvest	Founder	TRUE	Increased
2023	4	123	14.3 B	Goh	Cheng Liang	Goh Cheng Liang	1927/06/27	95	Male	Singapore	Singapore	Singapore	Manufacturing	['Manufacturing']			TRUE	Increased
2023	4	124	14.2 B	Birla	Kumar	Kumar Birla	1967/06/14	55	Male	India	India	Mumbai	Diversified	['Diversified']			FALSE	Decreased
2023	4	124	14.2 B	Dangote	Aliko	Aliko Dangote	1957/04/10	65	Male	Nigeria	Nigeria	Lagos	Manufacturing	['Manufacturing']	Dangote Group	CEO	TRUE	Increased
2023	4	126	14.1 B	Kwong	Siu-hing	Kwong Siu-hing	1929/12/02	93	Female	Hong Kong	Hong Kong	Hong Kong	Real Estate	['Real Estate']			FALSE	Increased
2023	4	127	14.0 B	Ofer	Idan	Idan Ofer	1955/10/02	67	Male	Israel	United Kingdom	London	Diversified	['Diversified']			FALSE	Increased
2023	4	128	13.9 B	Chen	Bang	Chen Bang	1965/09/01	57	Male	China	China	Changsha	Healthcare	['Healthcare']			TRUE	Increased
2023	4	128	13.9 B	Lui	Che Woo	Lui Che Woo	1929/04/01	94	Male	Hong Kong	Hong Kong	Hong Kong	Gambling & Casinos	['Gambling & Casinos']			TRUE	Increased
2023	4	130	13.7 B	Fredriksen	John	John Fredriksen	1945/02/01	78	Male	Cyprus	United Kingdom	London	Logistics	['Logistics']		Investor	TRUE	Increased
2023	4	130	13.7 B	Hendricks	Diane	Diane Hendricks	1947/03/02	76	Female	United States	United States	Afton	Construction & Engineering	['Construction & Engineering']	ABC Supply	Cofounder	TRUE	Increased
2023	4	130	13.7 B	Koum	Jan	Jan Koum	1976/02/24	47	Male	United States	United States	Atherton	Technology	['Technology']	WhatsApp Inc.	CEO, cofounder	TRUE	Increased
2023	4	133	13.3 B	Jones	Jerry	Jerry Jones	1942/10/13	80	Male	United States	United States	Dallas	Sports	['Sports']	Dallas Cowboys	President and General Manager	TRUE	Increased
2023	4	133	13.3 B	Kaiser	George	George Kaiser	1942/07/29	80	Male	United States	United States	Tulsa	Energy	['Energy']	BOK Financial Corp.	Chairman	FALSE	Increased
2023	4	133	13.3 B	Lau	Joseph	Joseph Lau	1951/07/21	71	Male	Hong Kong	Hong Kong	Hong Kong	Real Estate	['Real Estate']			TRUE	Decreased
2023	4	136	13.2 B	Lu	Xiangyang	Lu Xiangyang	1962/12/28	60	Male	China	China	Guangzhou	Automotive	['Automotive']			TRUE	Decreased
2023	4	137	13.1 B	Triguboff	Harry	Harry Triguboff	1933/03/03	90	Male	Australia	Australia	Sydney	Real Estate	['Real Estate']			TRUE	Increased
2023	4	138	12.9 B	Kotak	Uday	Uday Kotak	1959/03/15	64	Male	India	India	Mumbai	Finance & Investments	['Finance & Investments']			TRUE	Decreased
2023	4	138	12.9 B	Kroenke	Stanley	Stanley Kroenke	1947/07/29	75	Male	United States	United States	Electra	Sports	['Sports']			TRUE	Increased
2023	4	140	12.6 B	Fridman	Mikhail	Mikhail Fridman	1964/04/21	58	Male	Russia	Russia		Energy	['Energy']			TRUE	Increased
2023	4	141	12.3 B	Ratanavadi	Sarath	Sarath Ratanavadi	1965/07/12	57	Male	Thailand	Thailand	Bangkok	Energy	['Energy']			TRUE	Increased
2023	4	142	12.2 B	Dang	Yanbao	Dang Yanbao	1973/02/01	50	Male	China	China	Yinchuan	Metals & Mining	['Metals & Mining']			TRUE	Decreased
2023	4	142	12.2 B	Jiang	Rensheng	Jiang Rensheng & family	1953/10/08	69	Male	China	China	Chongqing	Healthcare	['Healthcare']			TRUE	Decreased
2023	4	144	12.1 B	Khan	Shahid	Shahid Khan	1950/07/18	72	Male	United States	United States	Naples	Automotive	['Automotive']			TRUE	Increased
2023	4	145	12.0 B	Powell Jobs	Laurene	Laurene Powell Jobs & family	1963/11/06	59	Female	United States	United States	Palo Alto	Technology	['Technology']	Emerson Collective	Investor, Philanthropist	FALSE	Decreased
2023	4	146	11.8 B	Kuok	Robert	Robert Kuok	1923/10/06	99	Male	Malaysia	Hong Kong	Hong Kong	Diversified	['Diversified']			TRUE	Increased
2023	4	147	11.6 B	Ross	Stephen	Stephen Ross	1940/05/10	82	Male	United States	United States	New York	Real Estate	['Real Estate']			TRUE	Increased
2023	4	148	11.5 B	Durov	Pavel	Pavel Durov	1984/10/10	38	Male	United Arab Emirates	United Arab Emirates	Dubai	Technology	['Technology']			TRUE	Decreased
2023	4	148	11.5 B	Struengmann	Andreas	Andreas Struengmann & family	1950/02/16	73	Male	Germany	Germany	Tegernsee	Healthcare	['Healthcare']			TRUE	Decreased
2023	4	148	11.5 B	Struengmann	Thomas	Thomas Struengmann & family	1950/02/16	73	Male	Germany	Germany	Tegernsee	Healthcare	['Healthcare']			TRUE	Decreased
2023	4	151	11.4 B	Liu	Hanyuan	Liu Hanyuan	1964/01/01	59	Male	China	China	Chengdu	Food & Beverage	['Food & Beverage']			TRUE	Decreased
2023	4	151	11.4 B	Rubin	Michael	Michael Rubin	1972/07/21	50	Male	United States	United States	Bryn Mawr	Fashion & Retail	['Fashion & Retail']	Kynetic	CEO	TRUE	Increased
2023	4	153	11.3 B	Englander	Israel	Israel Englander	1948/09/30	74	Male	United States	United States	New York	Finance & Investments	['Finance & Investments']	Millennium Management, L.L.C.	Founder	TRUE	Decreased
2023	4	153	11.3 B	Kantor	Viatcheslav	Viatcheslav Kantor	1953/09/08	69	Male	Russia	Israel	Herzliya	Manufacturing	['Manufacturing']			TRUE	Increased
2023	4	153	11.3 B	Pratt	Anthony	Anthony Pratt	1960/04/11	62	Male	Australia	Australia	Melbourne	Manufacturing	['Manufacturing']			FALSE	Decreased
2023	4	153	11.3 B	Prokhorov	Mikhail	Mikhail Prokhorov	1965/05/03	57	Male	Russia	Switzerland	Frauenfeld	Finance & Investments	['Finance & Investments']			TRUE	Increased
2023	4	157	11.1 B	Armani	Giorgio	Giorgio Armani	1934/07/11	88	Male	Italy	Italy	Milan	Fashion & Retail	['Fashion & Retail']			TRUE	Increased
