year	month	rank	net_worth	last_name	first_name	full_name	birth_date	age	gender	country_of_citizenship	country_of_residence	city_of_residence	business_category	business_industries	organization_name	position_in_organization	self_made	wealth_status
2022	4	41	31.7 B	Mars	Jacqueline	Jacqueline Mars	1939/10/10	82	Female	United States	United States	The Plains	Food & Beverage	['Food & Beverage']			FALSE	Increased
2022	4	41	31.7 B	Mars	John	John Mars	1935/10/15	86	Male	United States	United States	Jackson	Food & Beverage	['Food & Beverage']			FALSE	Increased
2022	4	43	31.2 B	Wertheimer	Alain	Alain Wertheimer	1948/08/28	73	Male	France	United States	New York	Fashion & Retail	['Fashion & Retail']			FALSE	Decreased
2022	4	43	31.2 B	Wertheimer	Gerard	Gerard Wertheimer	1951/01/09	71	Male	France	United States	New York	Fashion & Retail	['Fashion & Retail']			FALSE	Decreased
2022	4	45	30.8 B	Larrea Mota Velasco	German	Germán Larrea Mota Velasco & family	1953/10/26	68	Male	Mexico	Mexico	Mexico City	Metals & Mining	['Metals & Mining']			FALSE	Increased
2022	4	46	30.2 B	Rinehart	Gina	Gina Rinehart	1954/02/09	68	Female	Australia	Australia	Perth	Metals & Mining	['Metals & Mining']	Hancock Prospecting	Executive Chairman	FALSE	Increased
2022	4	47	28.7 B	Nadar	Shiv	Shiv Nadar	1945/07/18	76	Male	India	India	Delhi	Technology	['Technology']			TRUE	Increased
2022	4	48	28.6 B	Simons	Jim	Jim Simons	1938/04/25	83	Male	United States	United States	East Setauket	Finance & Investments	['Finance & Investments']	Renaissance Technologies Corp.	Founder	TRUE	Increased
2022	4	49	28.3 B	He	Xiangjian	He Xiangjian & family	1942/08/11	79	Male	China	China	Foshan	Manufacturing	['Manufacturing']			TRUE	Decreased
2022	4	50	27.5 B	Adelson	Miriam	Miriam Adelson & family	1945/10/10	76	Female	United States	United States	Las Vegas	Gambling & Casinos	['Gambling & Casinos']			FALSE	Decreased
2022	4	51	27.4 B	Mateschitz	Dietrich	Dietrich Mateschitz	1944/05/20	77	Male	Austria	Austria	Fuschl am See	Food & Beverage	['Food & Beverage']			TRUE	Increased
2022	4	52	27.3 B	Del Vecchio	Leonardo	Leonardo Del Vecchio & family	1935/05/22	86	Male	Italy	Italy	Milan	Fashion & Retail	['Fashion & Retail']			TRUE	Increased
2022	4	53	27.2 B	Griffin	Ken	Ken Griffin	1968/10/15	53	Male	United States	United States	Chicago	Finance & Investments	['Finance & Investments']	Citadel LLC	Founder & CEO	TRUE	Increased
2022	4	54	26.1 B	Yanai	Tadashi	Tadashi Yanai & family	1949/02/07	73	Male	Japan	Japan	Tokyo	Fashion & Retail	['Fashion & Retail']			TRUE	Decreased
2022	4	55	25.2 B	Ding	William Lei	William Lei Ding	1971/10/01	50	Male	China	China	Hangzhou	Technology	['Technology']			TRUE	Decreased
2022	4	56	24.3 B	Klatten	Susanne	Susanne Klatten	1962/04/28	59	Female	Germany	Germany	Bad Homburg	Automotive	['Automotive']			FALSE	Decreased
2022	4	56	24.3 B	Poonawalla	Cyrus	Cyrus Poonawalla	1941/05/11	80	Male	India	India	Pune	Healthcare	['Healthcare']			FALSE	Increased
2022	4	56	24.3 B	Wang	Wei	Wang Wei	1970/10/01	51	Male	China	China	Shenzhen	Service	['Service']			TRUE	Decreased
2022	4	59	24.1 B	Qin	Yinglin	Qin Yinglin	1965/04/17	56	Male	China	China	Nanyang	Food & Beverage	['Food & Beverage']			TRUE	Decreased
2022	4	60	24.0 B	Bankman-Fried	Sam	Sam Bankman-Fried	1992/03/05	30	Male	United States	Bahamas	Nassau	Finance & Investments	['Finance & Investments']	FTX	Founder	TRUE	Increased
2022	4	61	23.9 B	Takizaki	Takemitsu	Takemitsu Takizaki	1945/06/10	76	Male	Japan	Japan	Osaka	Manufacturing	['Manufacturing']			TRUE	Decreased
2022	4	62	23.7 B	Li	Shufu	Li Shufu	1963/06/01	58	Male	China	China	Hangzhou	Automotive	['Automotive']			TRUE	Increased
2022	4	63	23.5 B	Besnier	Emmanuel	Emmanuel Besnier	1970/09/18	51	Male	France	France	Laval	Food & Beverage	['Food & Beverage']			FALSE	Increased
2022	4	64	23.2 B	Hartono	R. Budi	R. Budi Hartono	1941/01/01	81	Male	Indonesia	Indonesia	Kudus	Finance & Investments	['Finance & Investments']			FALSE	Increased
2022	4	65	23.1 B	Lauder	Leonard	Leonard Lauder	1933/03/19	89	Male	United States	United States	New York	Fashion & Retail	['Fashion & Retail']	The Estée Lauder Companies	Chairman Emeritus 	FALSE	Decreased
2022	4	66	23.0 B	Pousaz	Guillaume	Guillaume Pousaz	1981/08/15	40	Male	Switzerland	United Arab Emirates		Finance & Investments	['Finance & Investments']			TRUE	Increased
2022	4	67	22.8 B	Fontbona	Iris	Iris Fontbona & family	1943/01/01	79	Female	Chile	Chile	Santiago	Metals & Mining	['Metals & Mining']			FALSE	Decreased
2022	4	67	22.8 B	Ma	Jack	Jack Ma	1964/09/10	57	Male	China	China	Hangzhou	Technology	['Technology']			TRUE	Decreased
2022	4	69	22.3 B	Hartono	Michael	Michael Hartono	1939/10/02	82	Male	Indonesia	Indonesia	Kudus	Manufacturing	['Manufacturing']			FALSE	Increased
2022	4	70	22.1 B	Schmidt	Eric	Eric Schmidt	1955/04/27	66	Male	United States	United States	Atherton	Technology	['Technology']			TRUE	Increased
2022	4	71	22.0 B	Dalio	Ray	Ray Dalio	1949/08/08	72	Male	United States	United States	Greenwich	Finance & Investments	['Finance & Investments']	Bridgewater Associates	Founder & Co-Chief Investment Officer	TRUE	Increased
2022	4	71	22.0 B	Gilbert	Daniel	Daniel Gilbert	1962/01/17	60	Male	United States	United States	Franklin	Finance & Investments	['Finance & Investments']			TRUE	Decreased
2022	4	73	21.8 B	Frist	Thomas	Thomas Frist, Jr. & family	1938/08/12	83	Male	United States	United States	Nashville	Healthcare	['Healthcare']			TRUE	Increased
2022	4	74	21.3 B	Son	Masayoshi	Masayoshi Son	1957/08/11	64	Male	Japan	Japan	Tokyo	Telecom	['Telecom']	SoftBank Group Corp.	CEO	TRUE	Decreased
2022	4	75	21.2 B	Johnson	Abigail	Abigail Johnson	1961/12/19	60	Female	United States	United States	Milton	Finance & Investments	['Finance & Investments']	Fidelity Investments	Chairman & CEO	FALSE	Increased
2022	4	76	20.8 B	Murdoch	Rupert	Rupert Murdoch & family	1931/03/11	91	Male	United States	United States	New York	Media & Entertainment	['Media & Entertainment']	News Corp Class A	Chairman and CEO	FALSE	Decreased
2022	4	77	20.7 B	Quandt	Stefan	Stefan Quandt	1966/05/09	55	Male	Germany	Germany	Frankfurt	Automotive	['Automotive']			FALSE	Decreased
2022	4	78	20.6 B	Huang	Jensen	Jensen Huang	1963/02/17	59	Male	United States	United States	Los Altos	Technology	['Technology']	Nvidia	CEO & President	TRUE	Increased
2022	4	79	20.3 B	Huang	Shilin	Huang Shilin	1967/01/01	55	Male	China	China	Ningde	Automotive	['Automotive']			TRUE	Increased
2022	4	80	20.1 B	Peterffy	Thomas	Thomas Peterffy	1944/09/30	77	Male	United States	United States	Palm Beach	Finance & Investments	['Finance & Investments']			TRUE	Decreased
2022	4	81	20.0 B	Damani	Radhakishan	Radhakishan Damani	1955/01/01	67	Male	India	India	Mumbai	Fashion & Retail	['Fashion & Retail']			TRUE	Increased
2022	4	82	19.6 B	Pang	Kang	Pang Kang	1956/01/19	66	Male	China	China	Foshan	Food & Beverage	['Food & Beverage']			TRUE	Decreased
2022	4	83	19.5 B	Wang	Chuanfu	Wang Chuanfu	1966/02/15	56	Male	China	China	Shenzhen	Automotive	['Automotive']			TRUE	Increased
2022	4	84	19.0 B	Wuerth	Reinhold	Reinhold Wuerth & family	1935/04/20	86	Male	Germany	Germany	Kuenzelsau	Manufacturing	['Manufacturing']			TRUE	Increased
2022	4	85	18.7 B	Albrecht	Theo	Theo Albrecht, Jr. & family	1951/01/01	71	Male	Germany	Germany	Mulheim an der Ruhr	Fashion & Retail	['Fashion & Retail']			FALSE	Decreased
2022	4	85	18.7 B	Yang	Huiyan	Yang Huiyan & family	1981/09/27	40	Female	China	China	Foshan	Real Estate	['Real Estate']			FALSE	Decreased
2022	4	87	18.4 B	Lisin	Vladimir	Vladimir Lisin	1956/05/07	65	Male	Russia	Russia	Moscow	Metals & Mining	['Metals & Mining']			TRUE	Decreased
2022	4	88	18.2 B	Fan	Hongwei	Fan Hongwei	1967/01/01	55	Female	China	China	Wujiang	Energy	['Energy']			TRUE	Remained Even
2022	4	89	17.9 B	Mittal	Lakshmi	Lakshmi Mittal	1950/06/15	71	Male	India	United Kingdom	London	Metals & Mining	['Metals & Mining']	ArcelorMittal (ADR)	Chairman and CEO	FALSE	Increased
2022	4	90	17.8 B	Forrest	Andrew	Andrew Forrest	1961/11/18	60	Male	Australia	Australia	Perth	Metals & Mining	['Metals & Mining']			TRUE	Decreased
2022	4	91	17.7 B	Jiang	Rensheng	Jiang Rensheng & family	1953/10/08	68	Male	China	China	Chongqing	Healthcare	['Healthcare']			TRUE	Decreased
2022	4	91	17.7 B	Jindal	Savitri	Savitri Jindal & family	1950/03/20	72	Female	India	India	Hisar	Metals & Mining	['Metals & Mining']			FALSE	Increased
2022	4	91	17.7 B	Wang	Wenyin	Wang Wenyin	1968/01/01	54	Male	China	China	Shenzhen	Metals & Mining	['Metals & Mining']			TRUE	Increased
2022	4	94	17.6 B	Li	Xiting	Li Xiting	1951/01/01	71	Male	Singapore	China	Shenzhen	Healthcare	['Healthcare']			TRUE	Decreased
2022	4	94	17.6 B	Persson	Stefan	Stefan Persson	1947/10/04	74	Male	Sweden	Sweden	Stockholm	Fashion & Retail	['Fashion & Retail']	Hennes & Mauritz Unsponsored ADR	Chairman	FALSE	Decreased
2022	4	96	17.4 B	Cohen	Steve	Steve Cohen	1956/06/11	65	Male	United States	United States	Greenwich	Finance & Investments	['Finance & Investments']	Point72 Asset Management	Founder	TRUE	Increased
2022	4	97	17.3 B	Potanin	Vladimir	Vladimir Potanin	1961/01/03	61	Male	Russia	Russia	Moscow	Metals & Mining	['Metals & Mining']			TRUE	Decreased
2022	4	98	17.2 B	Hamm	Harold	Harold Hamm & family	1945/12/11	76	Male	United States	United States	Oklahoma City	Energy	['Energy']	Continental Resources Inc. 	Chairman and CEO	TRUE	Increased
2022	4	99	17.1 B	Sun	Piaoyang	Sun Piaoyang	1958/09/01	63	Male	China	China	Lianyungang	Healthcare	['Healthcare']			TRUE	Decreased
2022	4	100	17.0 B	Luo	Liguo	Luo Liguo & family	1956/03/01	66	Male	China	China	Ningbo	Manufacturing	['Manufacturing']			TRUE	Increased
2022	4	100	17.0 B	Woo	Peter	Peter Woo	1946/09/05	75	Male	Hong Kong	Hong Kong	Hong Kong	Real Estate	['Real Estate']			FALSE	Decreased
2022	4	102	16.8 B	Aponte	Gianluigi & Rafaela	Gianluigi Aponte	1940/06/27	81		Switzerland	Switzerland	Geneva	Logistics	['Logistics']			TRUE	Increased
2022	4	103	16.7 B	Tepper	David	David Tepper	1957/09/11	64	Male	United States	United States	Palm Beach	Finance & Investments	['Finance & Investments']	Appaloosa Management	President and Founder	TRUE	Increased
2022	4	104	16.6 B	Kellnerova	Renata	Renata Kellnerova & family	1967/07/04	54	Female	Czech Republic	Czech Republic	Prague	Finance & Investments	['Finance & Investments']			FALSE	
2022	4	104	16.6 B	Menard	John	John Menard, Jr.	1940/01/22	82	Male	United States	United States	Eau Claire	Fashion & Retail	['Fashion & Retail']	Menard, Inc.	Founder	TRUE	Increased
2022	4	106	16.5 B	Birla	Kumar	Kumar Birla	1967/06/14	54	Male	India	India	Mumbai	Diversified	['Diversified']			FALSE	Increased
2022	4	106	16.5 B	Icahn	Carl	Carl Icahn	1936/02/16	86	Male	United States	United States	Indian Creek	Finance & Investments	['Finance & Investments']	Icahn Capital Management	Founder	TRUE	Increased
2022	4	106	16.5 B	Meijer	Hank & Doug	Hank & Doug Meijer			Male	United States	United States	Grand Rapids	Fashion & Retail	['Fashion & Retail']			FALSE	Increased
2022	4	106	16.5 B	Walton	Lukas	Lukas Walton	1986/09/19	35	Male	United States	United States	Chicago	Fashion & Retail	['Fashion & Retail']			FALSE	Increased
2022	4	110	16.4 B	Powell Jobs	Laurene	Laurene Powell Jobs & family	1963/11/06	58	Female	United States	United States	Palo Alto	Technology	['Technology']	Emerson Collective	Investor, Philanthropist	FALSE	Decreased
2022	4	111	16.3 B	Ratcliffe	James	James Ratcliffe	1953/01/01	69	Male	United Kingdom	United Kingdom	London	Manufacturing	['Manufacturing']			TRUE	Decreased
2022	4	112	16.2 B	Bren	Donald	Donald Bren	1932/05/11	89	Male	United States	United States	Newport Beach	Real Estate	['Real Estate']	Irvine Company	Chairman	TRUE	Increased
2022	4	113	16.1 B	Xu	Hang	Xu Hang	1966/05/22	55	Male	Hong Kong	China	Shenzhen	Healthcare	['Healthcare']			TRUE	Decreased
2022	4	114	15.7 B	Lu	Xiangyang	Lu Xiangyang	1962/12/28	59	Male	China	China	Guangzhou	Automotive	['Automotive']			TRUE	Increased
2022	4	115	15.6 B	Shanghvi	Dilip	Dilip Shanghvi	1955/10/01	66	Male	India	India	Mumbai	Healthcare	['Healthcare']			TRUE	Increased
2022	4	116	15.5 B	Wei	Jianjun	Wei Jianjun & family	1964/03/01	58	Male	China	China	Baoding	Automotive	['Automotive']			TRUE	Remained Even
2022	4	117	15.4 B	Lemann	Jorge Paulo	Jorge Paulo Lemann & family	1939/08/26	82	Male	Brazil	Switzerland	Zurich	Food & Beverage	['Food & Beverage']		Investor, Philanthropist	TRUE	Decreased
2022	4	117	15.4 B	Ofer	Eyal	Eyal Ofer	1950/06/02	71	Male	Israel	Monaco	Monte Carlo	Diversified	['Diversified']			FALSE	Increased
2022	4	119	15.3 B	Cannon-Brookes	Mike	Mike Cannon-Brookes	1979/11/17	42	Male	Australia	Australia	Sydney	Technology	['Technology']			TRUE	Increased
2022	4	119	15.3 B	Wu	Yajun	Wu Yajun	1964/01/01	58	Female	China	China	Beijing	Real Estate	['Real Estate']	Longfor Properties	Cofounder-chair	TRUE	Decreased
2022	4	121	15.2 B	de Carvalho-Heineken	Charlene	Charlene de Carvalho-Heineken & family	1954/06/30	67	Female	Netherlands	United Kingdom	London	Food & Beverage	['Food & Beverage']			FALSE	Decreased
2022	4	121	15.2 B	Platt	Michael	Michael Platt	1968/03/18	54	Male	United Kingdom	Switzerland	Geneva	Finance & Investments	['Finance & Investments']	BlueCrest Capital Management	Founder 	TRUE	Increased
2022	4	123	15.1 B	Durov	Pavel	Pavel Durov	1984/10/10	37	Male	United Arab Emirates	United Arab Emirates	Dubai	Technology	['Technology']			TRUE	Decreased
2022	4	123	15.1 B	Farquhar	Scott	Scott Farquhar	1979/12/17	42	Male	Australia	Australia	Sydney	Technology	['Technology']			TRUE	Increased
2022	4	125	15.0 B	Mistry	Pallonji	Pallonji Mistry	1929/06/01	92	Male	Ireland	India	Mumbai	Construction & Engineering	['Construction & Engineering']			FALSE	Increased
2022	4	126	14.8 B	Dang	Yanbao	Dang Yanbao	1973/02/01	49	Male	China	China	Yinchuan	Metals & Mining	['Metals & Mining']			TRUE	Increased
2022	4	127	14.6 B	Pera	Robert	Robert Pera	1978/03/10	44	Male	United States	United States	San Jose	Technology	['Technology']	Ubiquiti	Chief Executive Officer	TRUE	Decreased
2022	4	128	14.4 B	Newhouse	Donald	Donald Newhouse	1929/08/05	92	Male	United States	United States	New York	Media & Entertainment	['Media & Entertainment']			FALSE	Decreased
2022	4	129	14.3 B	Kotak	Uday	Uday Kotak	1959/03/15	63	Male	India	India	Mumbai	Finance & Investments	['Finance & Investments']			TRUE	Decreased
2022	4	130	14.0 B	Dangote	Aliko	Aliko Dangote	1957/04/10	64	Male	Nigeria	Nigeria	Lagos	Manufacturing	['Manufacturing']	Dangote Group	CEO	TRUE	Increased
2022	4	130	14.0 B	Mikhelson	Leonid	Leonid Mikhelson & family	1955/08/11	66	Male	Russia	Russia	Moscow	Energy	['Energy']			TRUE	Decreased
2022	4	132	13.9 B	Mittal	Sunil	Sunil Mittal & family	1957/10/23	64	Male	India	India	Delhi	Telecom	['Telecom']			TRUE	Increased
2022	4	133	13.7 B	Ng	Robert & Philip	Robert & Philip Ng			Male	Singapore	Singapore	Singapore	Real Estate	['Real Estate']			FALSE	Increased
2022	4	134	13.65 B	Liu	Hanyuan	Liu Hanyuan	1964/01/01	58	Male	China	China	Chengdu	Food & Beverage	['Food & Beverage']			TRUE	Increased
2022	4	135	13.6 B	Lau	Joseph	Joseph Lau	1951/07/21	70	Male	Hong Kong	Hong Kong	Hong Kong	Real Estate	['Real Estate']			TRUE	Remained Even
2022	4	135	13.6 B	Povlsen	Anders Holch	Anders Holch Povlsen	1972/11/04	49	Male	Denmark	Denmark	Aarhus	Fashion & Retail	['Fashion & Retail']			FALSE	Increased
2022	4	137	13.5 B	Chearavanont	Dhanin	Dhanin Chearavanont	1939/04/19	82	Male	Thailand	Thailand	Bangkok	Diversified	['Diversified']			FALSE	Decreased
2022	4	138	13.2 B	Gong	Hongjia	Gong Hongjia & family	1965/01/01	57	Male	Hong Kong	Hong Kong	Hong Kong	Finance & Investments	['Finance & Investments']			TRUE	Decreased
2022	4	138	13.2 B	Liu	Yongxing	Liu Yongxing	1948/06/01	73	Male	China	China	Shanghai	Service	['Service']	East Hope Group	Chairman	TRUE	Increased
2022	4	138	13.2 B	Mordashov	Alexey	Alexey Mordashov & family	1965/09/26	56	Male	Russia	Russia	Moscow	Metals & Mining	['Metals & Mining']			TRUE	Decreased
2022	4	138	13.2 B	Wang	Jianlin	Wang Jianlin	1954/10/01	67	Male	China	China	Beijing	Real Estate	['Real Estate']	Dalian Wanda Group	Chairman	TRUE	Decreased
2022	4	142	12.9 B	Duffield	David	David Duffield	1940/09/21	81	Male	United States	United States	Incline Village	Technology	['Technology']	Workday	Chairman and Cofounder	TRUE	Decreased
2022	4	142	12.9 B	Li	Zhenguo	Li Zhenguo & family	1968/01/01	54	Male	China	China	Xi'an	Manufacturing	['Manufacturing']			TRUE	Increased
2022	4	144	12.8 B	Triguboff	Harry	Harry Triguboff	1933/03/03	89	Male	Australia	Australia	Sydney	Real Estate	['Real Estate']			TRUE	Increased
2022	4	144	12.8 B	Zhang	Zhidong	Zhang Zhidong	1972/01/01	50	Male	China	China	Shenzhen	Technology	['Technology']			TRUE	Decreased
2022	4	146	12.7 B	Chen	Bang	Chen Bang	1965/09/01	56	Male	China	China	Changsha	Healthcare	['Healthcare']			TRUE	Decreased
2022	4	146	12.7 B	Doerr	John	John Doerr	1951/06/29	70	Male	United States	United States	Woodside	Technology	['Technology']	Kleiner Perkins	Investor	TRUE	Increased
2022	4	146	12.7 B	Hinduja		Hinduja brothers			Male	United Kingdom	United Kingdom	London	Diversified	['Diversified']			FALSE	Decreased
2022	4	149	12.6 B	Kwong	Siu-hing	Kwong Siu-hing	1929/12/02	92	Female	Hong Kong	Hong Kong	Hong Kong	Real Estate	['Real Estate']			FALSE	Decreased
2022	4	150	12.5 B	Pei	Zhenhua	Pei Zhenhua	1959/01/01	63	Male	China	China	Ningde	Energy	['Energy']			TRUE	Increased
2022	4	151	12.4 B	Salinas Pliego	Ricardo	Ricardo Salinas Pliego & family	1955/10/19	66	Male	Mexico	Mexico	Mexico City	Fashion & Retail	['Fashion & Retail']			FALSE	Decreased
2022	4	152	12.2 B	Pattison	Jim	Jim Pattison	1928/10/01	93	Male	Canada	Canada	Vancouver	Diversified	['Diversified']	Jim Pattison Group	Founder, Chairman and CEO	TRUE	Increased
2022	4	152	12.2 B	Schwab	Charles	Charles Schwab	1937/07/29	84	Male	United States	United States	Woodside	Finance & Investments	['Finance & Investments']	Charles Schwab Corp.	Investor	TRUE	Increased
2022	4	154	12.1 B	Goh	Cheng Liang	Goh Cheng Liang	1927/06/27	94	Male	Singapore	Singapore	Singapore	Manufacturing	['Manufacturing']			TRUE	Decreased
2022	4	154	12.1 B	Lin	Jianhua	Lin Jianhua	1962/08/01	59	Male	China	China	Hangzhou	Manufacturing	['Manufacturing']			TRUE	Increased
2022	4	156	12.0 B	Sirivadhanabhakdi	Charoen	Charoen Sirivadhanabhakdi	1944/05/02	77	Male	Thailand	Thailand	Bangkok	Food & Beverage	['Food & Beverage']			TRUE	Decreased
2022	4	156	12.0 B	Yass	Jeff	Jeff Yass	1958/07/17	63	Male	United States	United States	Haverford	Finance & Investments	['Finance & Investments']			TRUE	Remained Even
